Company,Company Location,Country of Bean Origin,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating
Primo Botanica,U.S.A.,Tanzania,75,"2- B,S*","sour palm, rich cocoa, fruit",3.25
Primo Botanica,U.S.A.,Peru,75,"2- B,S*","molasses, coffee, cocoa",3.25
Public Chocolatory,South Korea,Vietnam,70,"2- B,S","fruit, tart, fertilzer",2.75
Puchero,Spain,India,68,"3- B,S,C","mild caramel, bubblegum",3.5
Pump Street Bakery,U.K.,Jamaica,76,"3- B,S,C","rum, hazelnut, bold, unique",3.25
Pump Street Bakery,U.K.,Solomon Islands,72,"3- B,S,C",dominant savory,3.25
Pump Street Bakery,U.K.,Jamaica,75,"2- B,S","sticky, mild, hay, honey",3.75
Pump Street Bakery,U.K.,Ecuador,77,"3- B,S,C","floral, grain, deep cocoa",3.5
Pump Street Bakery,U.K.,Grenada,70,"3- B,S,C","dark berry, mild floral",3.5
Pump Street Bakery,U.K.,Madagascar,74,"3- B,S,C","dairy, butterscotch, caramel",3.5
Pump Street Bakery,U.K.,Honduras,80,"3- B,S,C","chunky, earthy, rubber",2.75
Pump Street Bakery,U.K.,Madagascar,72,"3- B,S,C","long, mellow, buttery",3.25
Pump Street Bakery,U.K.,Ecuador,75,"3- B,S,C","perfume, roasted caramel",3
Pump Street Bakery,U.K.,Venezuela,75,"3- B,S,C","nutty, fuel, intense",2.75
Pump Street Bakery,U.K.,Ecuador,85,"3- B,S,C","floral, slightly burnt, intense",2.75
Pura Delizia,Italy,Dominican Republic,65,"4- B,S,C,L","peanut, soy, sunflower",3.75
Pura Delizia,Italy,Vietnam,75,"4- B,S,C,L","intense, fig, roasty, citrus",3.5
Pura Delizia,Italy,Philippines,66,"4- B,S,C,L","spice, sunflower",3.5
Pura Delizia,Italy,Ecuador,73,"4- B,S,C,L","few grits, strong floral",3.25
Pura Delizia,Italy,Papua New Guinea,75,"4- B,S,C,L",intense smoke,3.25
Pura Delizia,Italy,Venezuela,73,"4- B,S,C,L","fatty, vanilla, orange",2.75
Q Chocolate,Brazil,Brazil,85,"3- B,S,C","mild bitter, banana, citrus",3.5
Q Chocolate,Brazil,Brazil,75,"3- B,S,C","sticky, intense, roasty, fruit",3.25
Q Chocolate,Brazil,Brazil,80,"3- B,S,C","tannic, fruity, cocoa",3.25
Q Chocolate,Brazil,Brazil,55,"3- B,S,C","creamy, too sweet, sour",2.75
Q Chocolate,Brazil,Brazil,65,"3- B,S,C","muted, banana, hot cocoa",3.25
Q Chocolate,Brazil,Brazil,60,"3- B,S,C","sweet, intense banana",3
Qantu,Canada,Peru,70,"3- B,S,C","bold, fig w/ floral undertone",3.75
Qantu,Canada,Peru,70,"3- B,S,C",grapes and honey,4
Qantu,Canada,Peru,70,"3- B,S,C","intense plum, harsh woody",3.5
Qantu,Canada,Peru,70,"3- B,S,C","bold, nutty, floral, wine",3.75
Qantu,Canada,Peru,70,"3- B,S,C","pungent, grapes",3
Quetzalli (Wolter),Mexico,Mexico,74,"3- B,S,C","waxy, gritty, spicy, hammy",3
Quetzalli (Wolter),Mexico,Mexico,70,"3- B,S,C","gritty, waxy, leather",2.75
Raaka,U.S.A.,Haiti,70,"3- B,S,C",basic cocoa,3.5
Raaka,U.S.A.,Haiti,70,"3- B,S,C",green,3.25
Raaka,U.S.A.,Peru,70,"3- B,S,C","pungent, green, citrus",3
Raaka,U.S.A.,Congo,75,"3- B,S,C","refined, honey, rubber",2.75
Raaka,U.S.A.,Madagascar,75,"3- B,S,C","gritty, sticky, candied",3.25
Raaka,U.S.A.,Dominican Republic,85,"3- B,S,C","creamy, pasty, bitter, cocoa",3.5
Rain Republic,Guatemala,Guatemala,70,"5- B,S,C,V,L","Easter candy, burnt",2.75
Rancho San Jacinto,Ecuador,Ecuador,75, ,slightly dry and super spicey,3
Ranger,U.S.A.,Mexico,70,"2- B,S","fruit, yogurt, astringent",3.25
Ranger,U.S.A.,Peru,73,"2- B,S","dried fruit, raisins, nutty",3.5
Ranger,U.S.A.,Peru,80,"2- B,S","fruity, melon",3.25
Ranger,U.S.A.,Peru,70,"2- B,S","oily, intense vinegar",2.5
Raoul Boulanger,France,Peru,75,"3- B,S,C","fatty, cocoa",3.25
Raphio,U.S.A.,Ghana,72,"3- B,S,C","gateway, nutty, rich cocoa",3.5
Raphio,U.S.A.,Dominican Republic,72,"3- B,S,C","floral, roasted cacao, dirty",3.5
Raphio,U.S.A.,Nicaragua,72,"3- B,S,C","grassy, earthy, roasty, dirty",3.5
Raphio,U.S.A.,Tanzania,72,"3- B,S,C","creamy, complex, maple",3.75
Raphio,U.S.A.,Peru,72,"3- B,S,C",dominant spice,3.75
Raphio,U.S.A.,Ecuador,72,"3- B,S,C","floral, malt, high astringcy ",3.5
Raw Cocoa,Poland,Peru,70, ,"smooth, green, vegetal",2.5
Republica del Cacao (aka Confecta),Ecuador,Ecuador,75,"4- B,S,C,L","strong spicey, earthy green",3.25
Republica del Cacao (aka Confecta),Ecuador,Ecuador,75,"4- B,S,C,L","strong rubber, off chemical",2.5
Republica del Cacao (aka Confecta),Ecuador,Ecuador,75,"4- B,S,C,L","vanilla, dark roast, spicy",3.75
Republica del Cacao (aka Confecta),Ecuador,Ecuador,67,"4- B,S,C,L","creamy, caramel, dairy",3.5
Republica del Cacao (aka Confecta),Ecuador,Ecuador,75,"4- B,S,C,L","cinamon, hazelnut, roasty",3
Ritual,U.S.A.,Madagascar,75,"3- B,S,C","tart fruit, roasty",3.5
Ritual,U.S.A.,Nicaragua,70,"2- B,S","complex, honey, fruit, nut",3.5
Ritual,U.S.A.,Trinidad,80,"2- B,S","rich brownie, dried fruit",3.5
Ritual,U.S.A.,Mexico,75,"3- B,S,C","smooth, coffee, rich cocoa",3.75
Ritual,U.S.A.,Ecuador,75,"2- B,S","floral, bourbon, balanced",3.75
Ritual,U.S.A.,Ecuador,85,"2- B,S","mild bitter, woody, bourbon",3.5
Ritual,U.S.A.,Blend,70,"2- B,S","sticky, woody",3.5
Ritual,U.S.A.,Belize,75,"2- B,S","thick, slow, pure",3.75
Ritual,U.S.A.,Peru,75,"2- B,S","intense, roasty, spice",3
Ritual,U.S.A.,Madagascar,75,"2- B,S","dark berry, tropical, nutty",4
Ritual,U.S.A.,Trinidad,75,"2- B,S","orange, heavy roast",3.5
Ritual,U.S.A.,Ecuador,75,"2- B,S","dried fruit, nut, bitter, roasty",3.25
Ritual,U.S.A.,Costa Rica,75,"2- B,S","dark berry, woody,astringent",3.5
Riversea,U.S.A.,Brazil,72,"3- B,S,C","floral, spice, strong mint",3
River-Sea,U.S.A.,Fiji,70,"3- B,S,C","fatty, rubbery, nutty",2.5
River-Sea,U.S.A.,Peru,70,"3- B,S,C","fatty, rubbery, off",2.5
River-Sea,U.S.A.,Tanzania,72,"3- B,S,C","muted, heavy roast",3
Roasting Masters,South Korea,Costa Rica,70,"2- B,S","dried fruit, intense",3.25
Roasting Masters,South Korea,Costa Rica,70,"2- B,S","fatty, honey, slight sour",3.25
Roasting Masters,South Korea,Costa Rica,70,"2- B,S","roasty, coffee, intense",3.25
Robert (aka Chocolaterie Robert),Madagascar,Madagascar,75,"5- B,S,C,V,L","rich cocoa, nutty",3.25
Robert (aka Chocolaterie Robert),Madagascar,Madagascar,68,"4- B,S,C,L","basic cocoa, large nibs",3.25
Rococo (Grenada Chocolate Co.),U.K.,Grenada,66, ,"earthy, mild nutty",3.5
Rogue,U.S.A.,Honduras,75,"2- B,S","robust, tart, roasty",3.75
Rogue,U.S.A.,Venezuela,70,"2- B,S","deep, rich, nutty, roasty",3.75
Rogue,U.S.A.,Bolivia,75,"2- B,S","roasty, dried fruit, sour",3.25
Rogue,U.S.A.,Venezuela,80,"2- B,S","red fruit, intense, earthy",3.75
Rogue,U.S.A.,Bolivia,75,"2- B,S","smooth, banana, tart, roasty",4
Rogue,U.S.A.,Jamaica,75,"2- B,S","intense, dark berry, spice",3.75
Rogue,U.S.A.,Madagascar,70,"2- B,S","creamy, heavy roast, citrus",3.5
Rogue,U.S.A.,Dominican Republic,70,"2- B,S","sticky, earthy, smokey",3.5
Rogue,U.S.A.,Ecuador,75,"2- B,S","floral, bourbon, mocha",3.75
Rogue,U.S.A.,Bolivia,75,"2- B,S","rich brownie, roasty, sour",3
Rogue,U.S.A.,Peru,75,"2- B,S","smooth,intense,fruit, complex",3.75
Rogue,U.S.A.,Venezuela,70,"2- B,S","mint, sweet spices",3.5
Rogue,U.S.A.,Madagascar,70,"2- B,S","raisins, sour, roasty",3
Rogue,U.S.A.,Trinidad,70,"2- B,S","dry, honey, roasty",3
Rogue,U.S.A.,Dominican Republic,70,"2- B,S","nutty, earthy, mild off note",2.75
Rogue,U.S.A.,Jamaica,70,"2- B,S","sandy, heavy roast, woody",2.75
Rozsavolgyi,Hungary,Peru,72,"3- B,S,C","blackberry, mild floral",3.75
Rozsavolgyi,Hungary,Venezuela,73,"3- B,S,C","nuts, chocolate, mellow",3.75
Rozsavolgyi,Hungary,Venezuela,84,"3- B,S,C","fatty, chemical, roasty",2.5
Rozsavolgyi,Hungary,Madagascar,72,"3- B,S,C","buttery, sour tang, off notes",2.5
Rozsavolgyi,Hungary,Venezuela,76,"3- B,S,C","fatty, burnt, nut, vegetal",2.25
Rozsavolgyi,Hungary,Venezuela,73,"3- B,S,C","fatty, roasty, coffee",3.5
Rozsavolgyi,Hungary,Venezuela,70,"3- B,S,C","uneven melt, cashew",3.5
Rozsavolgyi,Hungary,Principe,77,"3- B,S,C","smokey, nutty, fat residue",2.75
Rozsavolgyi,Hungary,Venezuela,71,"3- B,S,C","intense, burnt, chemical",2.5
Ruket,Italy,Grenada,73,"2- B,S","even flavor, prune, molasses",3.25
Ruket,Italy,Tanzania,72,"2- B,S","clean, pure cocoa, cherry, gritty",3.5
Ruket,Italy,Indonesia,77,"2- B,S","mild smoke, tart, spice, harsh",2.75
Ruket,Italy,Nicaragua,70,"3- B,S,C","complex, coarse, astringent",3.5
Ruket,Italy,Haiti,75,"3- B,S,C","cocoa base, spice",3
Ruket,Italy,Honduras,72,"3- B,S*,C","off note, vegetal, nibby",2.75
S.A.I.D.,Italy,Madagascar,64, ,"sandy, subtle fruit then cocoa",3.5
S.A.I.D.,Italy,Blend,72, ,"fatty, cocoa, nutty",3.5
S.A.I.D.,Italy,Blend,72, ,"sandy, sweet, spice",3.5
S.A.I.D.,Italy,Dominican Republic,70, ,"fudgey, astringent, sour",3
S.A.I.D.,Italy,Blend,100, ,"sticky, intense, very bitter",1.5
Sacred,U.S.A.,Blend,69,"4- B,S*,C,V","grassy, maple",3.25
Sacred,U.S.A.,Blend,83,"4- B,S*,C,V","grassy, strong bitter",2.75
Salgado,Argentina,Brazil,70,"4- B,S,C,L","creamy, vanilla, rich ",3.5
Salgado,Argentina,Ecuador,70,"4- B,S,C,L","nutty, spicy, floral",3.5
Salgado,Argentina,Venezuela,70,"4- B,S,C,L","nutty, basic cocoa",3.5
Salgado,Argentina,Ecuador,70,"4- B,S,C,L","floral, spicey",3.5
San Jose,Ecuador,Ecuador,70,"4- B,S,C,L","few grits, basic, gateway",3.25
Santander (Compania Nacional),Colombia,Colombia,70,"5- B,S,C,V,L","sweet, marshmallow",3
Santander (Compania Nacional),Colombia,Colombia,75,"3- B,S,L","roasty,rich cocoa,marshmallow",2.75
Santander (Compania Nacional),Colombia,Colombia,70,"5- B,S,C,V,L","rustic, cherry, marshmallow",3.75
Santander (Compania Nacional),Colombia,Colombia,65,"5- B,S,C,V,L","sweet, cherry, marshmallow",3
Santander (Compania Nacional),Colombia,Colombia,53,"5- B,S,C,V,L","too sweet, candy-like",2
Santome,France,Sao Tome,70,"5- B,S,C,V,L","perfume, vanilla",2.75
Scharffen Berger,U.S.A.,Peru,78,"4- B,S,C,L","banana, pear, spice, cheese",4
Scharffen Berger,U.S.A.,Papua New Guinea,68,"5- B,S,C,V,L","cherry,wine,rich,smoke",3.75
Scharffen Berger,U.S.A.,Madagascar,65,"5- B,S,C,V,L","clingy,subtle, tangy, citrus",3.75
Scharffen Berger,U.S.A.,Grenada,68,"5- B,S,C,V,L","smooth, grassy, minty",3.5
Scharffen Berger,U.S.A.,Ghana,65,"5- B,S,C,V,L","simple, delicate cocoa, long",4
Scharffen Berger,U.S.A.,Brazil,68,"5- B,S,C,V,L","smooth, tart, earthy",3.75
Scharffen Berger,U.S.A.,Vietnam,72,"5- B,S,C,V,L","creamy, grassy, banana, tart",3.75
Scharffen Berger,U.S.A.,Blend,72,"5- B,S,C,V,L","grassy, black pepper, smoke",3
Scharffen Berger,U.S.A.,Venezuela,75,"5- B,S,C,V,L","complex, strawberry, tart",3.75
Scharffen Berger,U.S.A.,Blend,72,"5- B,S,C,V,L",strong smokey tobacco,3
Scharffen Berger,U.S.A.,Blend,62,"5- B,S,C,V,L","sweet, base cocoa",3
Scharffen Berger,U.S.A.,Blend,75,"5- B,S,C,V,L","smooth,complex,cocoa base",3
Scharffen Berger,U.S.A.,Blend,70,"5- B,S,C,V,L","cherry, mild bitter",3.5
Scharffen Berger,U.S.A.,Blend,62,"5- B,S,C,V,L","tobacco, sweet, dairy",3
Scharffen Berger,U.S.A.,Blend,82,"5- B,S,C,V,L","dry, bitter, poor aftertaste",2
Scharffen Berger,U.S.A.,Blend,68,"5- B,S,C,V,L","fruity, smokey, burnt",2
Scharffen Berger,U.S.A.,Jamaica,70,"5- B,S,C,V,L","fresh nibs,chocolate base off",2
Schoki,Canada,Dominican Republic,72,"3- B,S,C","bold, molasses, tobacco, plant",3.5
Schoki,Canada,Tanzania,72,"3- B,S,C","rich, cherry, fig, chocolatey",3.5
Seaforth,U.K.,Dominican Republic,70,"2- B,S","rustic, vegetal, earthy",2.75
Seaforth,U.K.,Grenada,70,"2- B,S","off, sweet, orange, rubber",2.75
Seahorse,U.S.A.,Peru,70,"2- B,S","orange, fig, cocoa",3.5
Seahorse,U.S.A.,Vietnam,70,"2- B,S",blueberry & cocoa dominate,3.5
Seahorse,U.S.A.,India,70,"2- B,S","sticky, dark berry, roasty edge",3.5
Seahorse,U.S.A.,Trinidad,75,"2- B,S","sl roasty, woody, melon, spicy",3.25
Seahorse,U.S.A.,Uganda,70,"2- B,S","cocoa, roasty, sticky",3.5
Seahorse,U.S.A.,Fiji,70,"2- B,S","sharp, raw, metallic",2.75
Seahorse,U.S.A.,Tanzania,70,"2- B,S","sticky, cherry, cocoa",3.25
Seahorse,U.S.A.,Dominican Republic,70,"2- B,S","earthy, mild fruit, sticky",3
Seahorse,U.S.A.,Honduras,70,"2- B,S","dry, earthy, surface mark",2.75
Shane Chocolate Works,U.S.A.,Blend,68.5,"3- B,S,C","vanilla, candy-like, cocoa, acidic",3
Shane Chocolate Works,U.S.A.,Belize,70,"3- B,S,C",full cocoa flavor,3.5
Shane Chocolate Works,U.S.A.,Guatemala,70,"3- B,S,C","spicy, rich cocoa, sweet",3
Shane Chocolate Works,U.S.A.,Colombia,70,"3- B,S,C","black pepper, astringent",3
Shark Mountain,U.S.A.,Papua New Guinea,73,"2- B,S","chewy, smoke, fruit, cocoa",3.5
Shark Mountain,U.S.A.,Dominican Republic,74,"2- B,S","grapes, tangy, cocoa",3.5
Shark Mountain,U.S.A.,Jamaica,72,"2- B,S","sticky, dried fruit, smoke",3.25
Shark Mountain,U.S.A.,Venezuela,77,"2- B,S","smoked ham, tangy, berry",2.75
Shark Mountain,U.S.A.,Belize,72,"2- B,S","fruity, blueberry",3.25
Shark Mountain,U.S.A.,Ecuador,75,"2- B,S","coffee, nutty",3
Shark's,U.S.A.,U.S.A.,73,"4- B,S,C,V","perfume, floral, chemical",2.5
Shark's,U.S.A.,U.S.A.,73,"4- B,S,C,V","sticky, earthy, medicinal",2
Shattell,Peru,Peru,70,"3- B,S,C","earthy, roasty, vegetal",3.25
Shattell,Peru,Peru,75,"3- B,S,C","strong spice, perfume, roasty",3.5
Sibu,Costa Rica,Costa Rica,70,"3- B,S,C","gritty, bold, black pepper",3.5
Sibu,Costa Rica,Costa Rica,82,"3- B,S,C","gritty, fatty, coffee",3.25
Sibu Sura,U.S.A.,Peru,70, ,"sandy, sweet, vanilla",2.5
Sierra Sagrada,Colombia,Colombia,72,"3- B,S,C","brownie, mocha, marshmallow",3.5
Silvio Bessone,Italy,Sao Tome,65,"4- B,S,C,Sa","nutty, salty",3.25
Silvio Bessone,Italy,Brazil,60,"4- B,S,C,Sa","fatty, sweet, salty",3.25
Silvio Bessone,Italy,Belize,67,"4- B,S,C,Sa","fatty, cocoa, spicy",3
Silvio Bessone,Italy,Colombia,68,"4- B,S,C,Sa","fatty, salty, caramel",3
Sirene,Canada,India,73,"3- B,S,C","butterscotch, slight burnt note",3.25
Sirene,Canada,Mexico,73,"3- B,S,C","bland, sour, lacks development",3
Sirene,Canada,Peru,73,"2- B,S","caramel, anise, dried fruit",3.75
Sirene,Canada,Ecuador,73,"2- B,S","rich cocoa, spicy",3.75
Sirene,Canada,Bolivia,73,"2- B,S","sticky, raisins, fudgey",3.5
Sirene,Canada,Tanzania,73,"2- B,S","basic cocoa, gateway",3.5
Sirene,Canada,Guatemala,73,"2- B,S*","waxy, maple, flat",3.25
Sirene,Canada,Haiti,73,"2- B,S","oily, medium roasted cocoa",3.25
Sirene,Canada,Madagascar,100,1- B,"creamy, tart, bitter",3
Sirene,Canada,Ecuador,100,1- B,"floral, bourbon, bitter",3
Sirene,Canada,Guatemala,73,"2- B,S","waxy, earthy, cocoa, roasty",3
Sirene,Canada,Madagascar,67,"3- B,S,C","tart, sweet edge",3.75
Sirene,Canada,Madagascar,73,"3- B,S,C","intense fruity, mild sour",3.75
Sirene,Canada,Ecuador,73,"3- B,S,C","intense, rich, burnt, licorice",3.75
Sjolinds,U.S.A.,Nicaragua,72,"3- B,S,C","mild, nutty, vanilla, cocoa",3
Sjolinds,U.S.A.,Ghana,70,"4- B,S,C,V","sweet, vanilla, cocoa, mold",2.75
Sleepwalk,U.S.A.,Mexico,70,"2- B,S","fruit, caramel, clean",3.75
Sleepwalk,U.S.A.,Mexico,70,"2- B,S","melon, black pepper, molasses",3.25
Sleepwalk,U.S.A.,Mexico,70,"2- B,S","mild molasses, burnt fudge",3
Slow Cocoa,U.S.A.,Dominican Republic,70,"2- B,S","fruity, strong cocoa, sweet",3.5
Slow Cocoa,U.S.A.,Honduras,70,"2- B,S","grassy, earthy, tannic, intense",3
slowww melt,China,China,70,"3- B,S,C","fatty, bread, molasses",2.5
"Smooth Chocolator, The",Australia,Dominican Republic,70,"3- B,S,C","cherry, rich choco",3.5
"Smooth Chocolator, The",Australia,Haiti,70,"3- B,S,C","complex, earthy, melon",3.5
"Smooth Chocolator, The",Australia,Ecuador,70,"3- B,S,C","ligt color, creamy, peanut",4
"Smooth Chocolator, The",Australia,Venezuela,70,"3- B,S,C","creamy, fruit, cocoa",3.75
"Smooth Chocolator, The",Australia,Belize,70,"3- B,S,C","apple, mild cherry",3.75
"Smooth Chocolator, The",Australia,Australia,67,"3- B,S,C","delicate, smooth, dairy",3.75
"Smooth Chocolator, The",Australia,Guatemala,70,"3- B,S,C","gummy, fatty, earthy",3.25
"Smooth Chocolator, The",Australia,Vietnam,70,"3- B,S,C","creamy, molasses, off note",3
"Smooth Chocolator, The",Australia,Ecuador,72,"3- B,S,C","creamy, pistachio, floral",4
"Smooth Chocolator, The",Australia,Tanzania,67,"3- B,S,C","bold cherry, rich cooa",3.75
"Smooth Chocolator, The",Australia,Trinidad,70,"3- B,S,C","cigar, tobacco, grass, spice",3.75
"Smooth Chocolator, The",Australia,Venezuela,70,"3- B,S,C",mild cacao and fruit notes,3.75
"Smooth Chocolator, The",Australia,Madagascar,70,"3- B,S,C","few grits, bold, dark berry",3.5
"Smooth Chocolator, The",Australia,Papua New Guinea,65,"3- B,S,C","smokey, tart, astringent",3.5
"Smooth Chocolator, The",Australia,Madagascar,65,"3- B,S,C","few grits, sweet, orange",3.25
"Smooth Chocolator, The",Australia,Peru,67,"3- B,S,C","light brown, grits, floral",3
"Smooth Chocolator, The",Australia,Bolivia,72,"3- B,S,C","floral, intense, pungent",2.75
Snake & Butterfly,U.S.A.,Ghana,67,"3- B,S,C","perfume, strong chemical",1.5
Snake & Butterfly,U.S.A.,Ecuador,68,"3- B,S,C","fudgey then spicy, vanilla",3.25
Snake & Butterfly,U.S.A.,Madagascar,68,"3- B,S,C","mild cocoa, fruity",3
Soeka,Netherlands,Sulawesi,66,"3- B,S*,C","nuts, fruit, cocoa",3.25
Soklet,India,India,70,"3- B,S,C","grassy, hammy",2.75
Sol Cacao,U.S.A.,Ecuador,70,"2- B,S","intense, simple, floral, earthy",3.5
Sol Cacao,U.S.A.,Madagascar,72,"2- B,S","tangy, sour, intense",3
Solkiki,U.K.,Philippines,70,"3- B,S,C","intense, dirty,floral,medicinal",2.5
Solkiki,U.K.,Dominican Republic,85,"2- B,S","sticky, hammy, bitter",2.75
Solkiki,U.K.,Peru,68,"2- B,S","sticky, sandy, pungent",2.75
Solomons Gold,New Zealand,Solomon Islands,70,"2- B,S","sweet, roasty, spicy",3.25
Solomons Gold,New Zealand,Solomon Islands,75,"2- B,S","spicy, roasted, fresh nibs",3.25
Solstice,U.S.A.,Vietnam,70,"3- B,S,C","molasses, raisins, astringent",3.5
Solstice,U.S.A.,India,70,"3- B,S,C","molasses undertone, tangy",3.25
Solstice,U.S.A.,Tanzania,70,"3- B,S,C","sticky, strong molasses",3.25
Solstice,U.S.A.,Uganda,70,"3- B,S,C","molasses, licorice, muted",3
Solstice,U.S.A.,Blend,70,"3- B,S,C","creamy, nutty, cocoa",3.5
Solstice,U.S.A.,Bolivia,70,"2- B,S","intense, leathery, cocoa",3.25
Solstice,U.S.A.,Peru,70,"3- B,S,C","molasses, grape, sour",3.25
Solstice,U.S.A.,Madagascar,70,"2- B,S","dry, molasses, sour",3
Solstice,U.S.A.,Venezuela,70,"2- B,S","dairy, cheese, molasses",3
Soma,Canada,Uganda,70,"3- B,S,C","creamy,choco strawberry,vanilla",4
Soma,Canada,Vietnam,70,"3- B,S,C","cinamon, nutmeg, hot cocoa",4
Soma,Canada,Madagascar,70,"3- B,S,C","red fruit, peanut butter, cocoa",3.5
Soma,Canada,Venezuela,70,"3- B,S,C","spice, sour malt, woody",3.5
Soma,Canada,Blend,62,"4- B,S,C,V","sweet, cocoa, candy like",3.25
Soma,Canada,Madagascar,70,"3- B,S,C","creamy, acidic, balanced",4
Soma,Canada,Venezuela,70,"3- B,S,C","nutty, cocoa ",4
Soma,Canada,Haiti,70,"3- B,S,C","sweet edge, lemon, muted",3
Soma,Canada,Colombia,70,"3- B,S,C","creamy, honey, marshmallow",4
Soma,Canada,Fiji,70,"3- B,S,C","creamy, roasty, woody",3.25
Soma,Canada,Vietnam,70,"3- B,S,C","creamy, honey, blackberry",4
Soma,Canada,Nicaragua,70,"3- B,S,C",evolves black pepper to citrus,3.75
Soma,Canada,Blend,75,"3- B,S,C","banana, nutty",3.75
Soma,Canada,Dominican Republic,62,"3- B,S,C","creamy, sweet, deep choco",3.5
Soma,Canada,Madagascar,70,"3- B,S,C",robust dark tropical fruit,3.5
Soma,Canada,Brazil,70,"3- B,S,C","creamy, diluted, mild choco",3.5
Soma,Canada,Ecuador,70,"3- B,S,C","nutty, banana, harsh ending",3.25
Soma,Canada,Venezuela,75,"3- B,S,C","balanced, nuts, strawberry",4
Soma,Canada,Venezuela,70,"3- B,S,C","roasted nuts, dried fruit",3.5
Soma,Canada,Peru,70,"3- B,S,C","creamy, sour orange",3.75
Soma,Canada,Vanuatu,70,"3- B,S,C","creamy, smokey, rich cocoa",3.75
Soma,Canada,Nicaragua,70,"3- B,S,C","basic chocolate, accessible",3.5
Soma,Canada,Ecuador,80,"3- B,S,C","robust, nutty, brownie",3.5
Soma,Canada,Nicaragua,70,"3- B,S,C","spicy, woodsy",3.25
Soma,Canada,Blend,70,"3- B,S,C","tart, mild sour",3.25
Soma,Canada,Blend,88,"3- B,S,C","pronounced berry,mild smoke",4
Soma,Canada,Venezuela,70,"3- B,S,C","delicate, nutty, cocoa, dairy",4
Soma,Canada,Blend,67,"3- B,S,C","roasted nuts, burnt brownie",4
Soma,Canada,Jamaica,70,"3- B,S,C","floral, berry, clove",4
Soma,Canada,Dominican Republic,77,"3- B,S,C","smoke, burnt caramel, citrus",3.75
Soma,Canada,Trinidad,70,"3- B,S,C","creamy, brownie mix, roasty",3.75
Soma,Canada,Venezuela,70,"3- B,S,C","nutty, chocolate ice cream",3.75
Soma,Canada,Indonesia,70,"3- B,S,C","creamy, smokey, some fruit",3.25
Soma,Canada,Blend,70,"3- B,S,C","grassy, dairy, mild fatty",3.25
Soma,Canada,Venezuela,70,"3- B,S,C","creamy, nutty, roasty",3.25
Soma,Canada,Peru,70,"3- B,S,C","creamy, medicinal, mild fruit",2.75
Soma,Canada,Blend,70,"3- B,S,C","creamy, raisin, lemon",4
Soma,Canada,Blend,70,"3- B,S,C","creamy, complex, peanut",4
Soma,Canada,U.S.A.,70,"3- B,S,C","cranberries, cocoa",3.75
Soma,Canada,Venezuela,70,"3- B,S,C","intense, rich burnt caramel",3.75
Soma,Canada,Guatemala,70,"3- B,S,C","sandy, earthy, tangy wine",3.5
Soma,Canada,Blend,70,"3- B,S,C","smoke,tobacco,black pepper",3.5
Soma,Canada,Papua New Guinea,85,"3- B,S,C","mild smoke, fruit, mild burnt",3.5
Soma,Canada,Haiti,70,"3- B,S,C","uneven, grassy, roasty",3.25
Soma,Canada,Blend,70,"3- B,S,C","strawberry, cocoa, nutty",4
Soma,Canada,Peru,64,"3- B,S,C","complex,spice,caramel,cocoa",4
Soma,Canada,Dominican Republic,70,"3- B,S,C","dried fruit, tart",3.75
Soma,Canada,Bolivia,70,"3- B,S,C","earthy, mild tannic, woody",3.5
Soma,Canada,Venezuela,70,"3- B,S,C","strawberry, green mint",3.5
Soma,Canada,Grenada,70,"3- B,S,C","super temper,astringent, burn",2.75
Soma,Canada,Blend,70,"3- B,S,C","complex, nut, dried fruit, earth",3.75
Soma,Canada,Madagascar,70,"3- B,S,C","subtle red berry, complex",3.75
Soma,Canada,Venezuela,70,"3- B,S,C",black tea,3.75
Soma,Canada,Ghana,70,"3- B,S,C","earthy, woody, vegetal",3.5
Soma,Canada,Papua New Guinea,70,"3- B,S,C","smokey, mushroom, woodsy",3.5
Soma,Canada,Dominican Republic,70,"3- B,S,C","sticky, few grits, mild fruit,sour",3
Soma,Canada,Dominican Republic,70,"3- B,S,C","slow to develop, nutty",3
Somerville,U.S.A.,U.S.A.,70,"2- B,S","intense, tannic, choco, earthy",3.5
Somerville,U.S.A.,Nicaragua,70,"2- B,S","earthy, dried fruit, complex",3.25
Soul,Canada,Madagascar,70,"2- B,S","tart, sour, basic",3.5
Soul,Canada,Venezuela,75,"2- B,S","dry, earthy, roasty",3.5
Soul,Canada,Tanzania,80,"2- B,S","sticky, mild fruit, brownie",3.5
Soul,Canada,Dominican Republic,70,"2- B,S","few grits, sweet, cocoa",3.25
Soul,Canada,Ecuador,75,"2- B,S","dry, floral, earthy",3.25
Soul,Canada,Papua New Guinea,77,"2- B,S","sandy, smokey, fruit, sour",3.25
Spagnvola,U.S.A.,Dominican Republic,75,"4- B,S,C,V","oily, floral",3.25
Spagnvola,U.S.A.,Dominican Republic,70,"4- B,S,C,V","oily, floral, dairy",3
Spagnvola,U.S.A.,Dominican Republic,80,"4- B,S,C,V","fatty, muted strawberry",3
Spencer,U.S.A.,Dominican Republic,70,"3- B,S,C","sandy, robust, grapes, malt",3.75
Spencer,U.S.A.,Ecuador,70,"3- B,S,C","floral, astringent",3.5
Spencer,U.S.A.,Peru,70,"3- B,S,C","floral, earthy, burnt rubber",2.75
Spencer,Australia,Ecuador,70,"3- B,S,C","floral, sandy",3.75
